broker_consultancy,Rent,Area,appartment_type,Deposit,Bathrooms,Facing,Address,Apartment Name,Status,Rent/sqfit,class
"Spectraa Real Estate Advisory
AGENT
-",60000,999,3,No Deposit,2 bathrooms,East facing,"Mulund West, Mumbai",Wadhwa Atmosphere O2,Semi-Furnished,60.06006006006006,class1
"HOME SOLUTIONS NX
AGENT
-",13000,1000,2,No Deposit,2 bathrooms,West facing,"Bhiwandi, Mumbai",Arihant City Phase II,Unfurnished,13.0,class3
"HOME SOLUTIONS NX
AGENT
-",12100,1000,2,No Deposit,2 bathrooms,East facing,"Bhiwandi, Mumbai",Tata Amantra Phase 2,Unfurnished,12.1,class3
"Property
AGENT
-",27000,450,1,No Deposit,2 bathrooms,East facing,"Bhandup West, Mumbai",,Unfurnished,60.0,class1
"Property
AGENT
-",59000,1200,3,No Deposit,2 bathrooms,North facing,"Bhandup West, Mumbai",Mahindra Splendour,Semi-Furnished,49.166666666666664,class2
"Property
AGENT
-",40000,650,2,No Deposit,2 bathrooms,East facing,"Bhandup West, Mumbai",Kshitij Eminence,Semi-Furnished,61.53846153846154,class1
"Property
AGENT
-",27000,550,1,No Deposit,2 bathrooms,East facing,"Bhandup West, Mumbai",Kshitij Eminence,Unfurnished,49.09090909090909,class2
"MaxX Realtors
AGENT
-",120000,1050,2,4 L deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Zen Atlantis,Furnished,114.28571428571429,class1
"MaxX Realtors
AGENT
-",76000,1450,3,3 L deposit,3 bathrooms,,"Kanjurmarg, Mumbai",Runwal Bliss,Semi-Furnished,52.41379310344828,class1
"Lotus Properties B
AGENT
-",55000,450,2,No Deposit,1 bathrooms,,"Andheri West, Mumbai",Chandiwala Pearl Harmony,Furnished,122.22222222222223,class1
"Lotus Properties B
AGENT
-",70000,825,2,No Deposit,2 bathrooms,,"Andheri West, Mumbai",Reputed Builder Kenmore Apartment,Furnished,84.84848484848484,class1
"Lotus Properties B
AGENT
-",75000,850,2,No Deposit,2 bathrooms,,"Andheri West, Mumbai",,Furnished,88.23529411764706,class1
"Lotus Properties B
AGENT
-",55000,850,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",SMGK Associate Residency Wing B Phase 1 1st To 16th Floors,Semi-Furnished,64.70588235294117,class1
"Lotus Properties B
AGENT
-",48000,750,2,"20,000 deposit",2 bathrooms,,"Jogeshwari West, Mumbai",Odin Elite Residence,Semi-Furnished,64.0,class1
"Lotus Properties B
AGENT
-",52000,800,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Chandiwala Pearl Palace,Semi-Furnished,65.0,class1
"Lotus Properties B
AGENT
-",50000,850,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Fairmont Reyhaan Terraces,Semi-Furnished,58.8235294117647,class1
"Divine Properties
AGENT
-",800000,4000,5,No Deposit,5 bathrooms,East facing,"Prabhadevi, Mumbai",Rustomjee Crown Phase 1,Semi-Furnished,200.0,class1
"Divine Properties
AGENT
-",1400000,6500,6,No Deposit,6 bathrooms,North facing,"Worli, Mumbai",Indiabulls Blu Tower A,Semi-Furnished,215.3846153846154,class1
"Lotus Properties B
AGENT
-",55000,850,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",SMGK Associate Residency Wing B Phase 1 1st To 16th Floors,Semi-Furnished,64.70588235294117,class1
"Lotus Properties B
AGENT
-",48000,750,2,"20,000 deposit",2 bathrooms,,"Jogeshwari West, Mumbai",Odin Elite Residence,Semi-Furnished,64.0,class1
"Lotus Properties B
AGENT
-",52000,800,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Chandiwala Pearl Palace,Semi-Furnished,65.0,class1
"Lotus Properties B
AGENT
-",50000,850,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Fairmont Reyhaan Terraces,Semi-Furnished,58.8235294117647,class1
"Lotus Properties B
AGENT
-",35000,550,1,1 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",SMGK Associate Residency Wing B Phase 2 17th To 20th Floors,Semi-Furnished,63.63636363636363,class1
"Lotus Properties B
AGENT
-",40000,550,1,1.5 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",,Semi-Furnished,72.72727272727273,class1
"Lotus Properties B
AGENT
-",50000,800,2,2 L deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Lalani Lotus Park,Unfurnished,62.5,class1
"Lotus Properties B
AGENT
-",77000,775,2,2.5 L deposit,2 bathrooms,,"Andheri West, Mumbai",SK Chitralekha,Semi-Furnished,99.35483870967742,class1
"Divine Properties
AGENT
-",450000,2100,3,No Deposit,3 bathrooms,North facing,"Prabhadevi, Mumbai",Wadhwa 25 South Prabhadevi,Furnished,214.28571428571428,class1
"Divine Properties
AGENT
-",1800000,6100,5,No Deposit,4 bathrooms,East facing,"Tardeo, Mumbai",,Semi-Furnished,295.08196721311475,class1
"Shree Swami Samarth Real Estate
AGENT
-",35000,1450,3,No Deposit,3 bathrooms,East facing,"Kalyan West, Mumbai",,Unfurnished,24.137931034482758,class2
"B Property
AGENT
-",57000,685,1,No Deposit,1 bathrooms,SouthWest facing,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished,83.21167883211679,class1
"Shree Swami Samarth Real Estate
AGENT
-",25000,1120,2,No Deposit,2 bathrooms,East facing,"Kalyan West, Mumbai",Madhav Shristi,Furnished,22.321428571428573,class2
"Lotus Properties B
AGENT
-",65000,675,2,No Deposit,2 bathrooms,,"Andheri West, Mumbai",,Semi-Furnished,96.29629629629629,class1
"CHERRISH ESTATE CONSULTANTS
AGENT
-",45000,600,1,No Deposit,1 bathrooms,,"Andheri East, Mumbai",Deepak Daffodils,Furnished,75.0,class1
"Kalyani Real Estate
AGENT
-",30000,1000,2,No Deposit,2 bathrooms,East facing,"Thane West, Mumbai",Everest World Phase 3,Semi-Furnished,30.0,class2
"MaxX Realtors
AGENT
-",80000,1070,2,No Deposit,2 bathrooms,SouthEast facing,"Powai, Mumbai",Kanakia Silicon Valley,Unfurnished,74.76635514018692,class1
"Infinity Estate Agency
AGENT
-",55000,550,1,No Deposit,2 bathrooms,East facing,"Andheri West, Mumbai",Reputed Builder Apna Ghar CHS,Semi-Furnished,100.0,class1
"Devendra
AGENT
-",59000,600,1,No Deposit,1 bathrooms,,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished,98.33333333333333,class1
"Devendra
AGENT
-",125000,1250,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Castle Rock,Semi-Furnished,100.0,class1
"Devendra
AGENT
-",69000,885,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Supreme Lake Florence,Furnished,77.96610169491525,class1
"Devendra
AGENT
-",125000,1550,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Kanakia Silicon Valley,Semi-Furnished,80.64516129032258,class1
"Devendra
AGENT
-",55000,600,1,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Maple A B And C Wing,Semi-Furnished,91.66666666666667,class1
"Devendra
AGENT
-",68000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Shapoorji Pallonji Vicinia,Semi-Furnished,68.89564336372847,class1
"Devendra
AGENT
-",95000,1550,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Reputed Builder IRIS,Semi-Furnished,61.29032258064516,class1
"Devendra
AGENT
-",50000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Raheja Sunglow,Semi-Furnished,50.65856129685917,class1
"Devendra
AGENT
-",85000,1150,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Gardens Florentine,Semi-Furnished,73.91304347826087,class1
"Devendra
AGENT
-",70000,977,2,No Deposit,2 bathrooms,,"Powai, Mumbai",L And T Emerald Isle T10,Semi-Furnished,71.64790174002047,class1
"Devendra
AGENT
-",43000,650,1,No Deposit,2 bathrooms,,"Powai, Mumbai",Reputed Builder Eden II,Semi-Furnished,66.15384615384616,class1
"Devendra
AGENT
-",125000,1480,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Garden Eldora,Semi-Furnished,84.45945945945945,class1
"Infinity Estate Agency
AGENT
-",55000,550,1,No Deposit,2 bathrooms,East facing,"Andheri West, Mumbai",Reputed Builder Apna Ghar CHS,Semi-Furnished,100.0,class1
"Infinity Estate Agency
AGENT
-",75000,650,2,No Deposit,2 bathrooms,East facing,"Andheri West, Mumbai",Platinum Tower 7,Furnished,115.38461538461539,class1
"Devendra
AGENT
-",83000,1250,2,No Deposit,2 bathrooms,,"Powai, Mumbai",L And T Emerald Isle,Semi-Furnished,66.4,class1
"Devendra
AGENT
-",275000,2200,4,No Deposit,4 bathrooms,,"Powai, Mumbai",Hiranandani Gardens Octavius,Semi-Furnished,125.0,class1
"Divine Properties
AGENT
-",220000,1900,4,No Deposit,3 bathrooms,,"Worli, Mumbai",Neumec Chandelier Court,Furnished,115.78947368421052,class1
"Divine Properties
AGENT
-",250000,2250,4,No Deposit,4 bathrooms,,"Worli, Mumbai",Spark Spark Desai Oceanic,Furnished,111.11111111111111,class1
"Divine Properties
AGENT
-",90000,1200,2,No Deposit,2 bathrooms,,"Worli, Mumbai",Swaraj Homes Midtown Apartment,Furnished,75.0,class1
"Divine Properties
AGENT
-",210000,1950,3,No Deposit,3 bathrooms,,"Prabhadevi, Mumbai",Reputed Builder Rameshwaram Apartment,Furnished,107.6923076923077,class1
"Divine Properties
AGENT
-",90000,1200,2,No Deposit,2 bathrooms,,"Worli, Mumbai",Swaraj Homes Midtown Apartment,Furnished,75.0,class1
"Azuroin
AGENT
-",75000,1593,3,No Deposit,3 bathrooms,NorthEast facing,"Thane West, Mumbai",Piramal Vaikunth Thane,Semi-Furnished,47.080979284369114,class2
"Azuroin
AGENT
-",50000,1018,2,No Deposit,2 bathrooms,NorthEast facing,"Thane West, Mumbai",Piramal Vaikunth Thane,Semi-Furnished,49.115913555992144,class2
"Azuroin
AGENT
-",70000,1437,3,No Deposit,3 bathrooms,NorthEast facing,"Thane West, Mumbai",Piramal Vaikunth Thane,Semi-Furnished,48.71259568545581,class2
"Azuroin
AGENT
-",45000,772,2,No Deposit,2 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Amara Tower 20 21,Furnished,58.29015544041451,class1
"Azuroin
AGENT
-",36000,736,2,No Deposit,2 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Amara Tower 20 21,Semi-Furnished,48.91304347826087,class2
"Azuroin
AGENT
-",27000,364,1,No Deposit,1 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Quality Home,Unfurnished,74.17582417582418,class1
"Azuroin
AGENT
-",21000,364,1,No Deposit,1 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Quality Home,Semi-Furnished,57.69230769230769,class1
"Azuroin
AGENT
-",18000,364,1,No Deposit,1 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Quality Home,Unfurnished,49.45054945054945,class2
"Azuroin
AGENT
-",45000,1098,3,No Deposit,3 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Amara Tower 20 21,Semi-Furnished,40.98360655737705,class2
"Azuroin
AGENT
-",30000,641,2,No Deposit,2 bathrooms,NorthEast facing,"Thane West, Mumbai",Piramal Vaikunth Thane,Unfurnished,46.80187207488299,class2
"Azuroin
AGENT
-",25000,537,1,No Deposit,1 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Amara Tower 20 21,Semi-Furnished,46.554934823091244,class2
"Azuroin
AGENT
-",24000,520,1,No Deposit,1 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Amara Tower 20 21,Unfurnished,46.15384615384615,class2
"Azuroin
AGENT
-",32000,772,2,No Deposit,2 bathrooms,NorthEast facing,"Thane West, Mumbai",Lodha Amara Tower 20 21,Unfurnished,41.45077720207254,class2
"Shree Laxmi Properties
AGENT
-",28900,550,1,No Deposit,1 bathrooms,,"Andheri East, Mumbai",Reputed Builder Jumbo Darshan,Semi-Furnished,52.54545454545455,class1
"Shree Laxmi Properties
AGENT
-",37500,750,2,No Deposit,2 bathrooms,,"Andheri East, Mumbai",,Unfurnished,50.0,class2
"Shree Laxmi Properties
AGENT
-",39500,600,1,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Bindras Complex Bldg B1 Wing A B,Semi-Furnished,65.83333333333333,class1
"Shree Laxmi Properties
AGENT
-",32500,600,1,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Reputed Builder Shere E Punjab,Unfurnished,54.166666666666664,class1
"Shree Laxmi Properties
AGENT
-",54000,1200,2,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Vijaylaxmi Sai Elegance,Semi-Furnished,45.0,class2
"Shree Laxmi Properties
AGENT
-",44500,1030,2,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Reputed Builder Vastu Labh,Unfurnished,43.20388349514563,class2
"Kalyani Real Estate
AGENT
-",28500,800,2,No Deposit,2 bathrooms,East facing,"Thane West, Mumbai",Terraform Everest World,Semi-Furnished,35.625,class2
"KESHAR REALTY
AGENT
-",40000,600,1,No Deposit,2 bathrooms,NorthEast facing,"Ghatkopar East, Mumbai",,Unfurnished,66.66666666666667,class1
"KESHAR REALTY
AGENT
-",90000,1081,2,No Deposit,2 bathrooms,West facing,"Ghatkopar West, Mumbai",,Semi-Furnished,83.25624421831637,class1
"Lotus Properties B
AGENT
-",35000,350,1,No Deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Lashkaria Pearl,Semi-Furnished,100.0,class1
"Lotus Properties B
AGENT
-",72000,954,2,No Deposit,2 bathrooms,,"Jogeshwari West, Mumbai",Lodha Bel Air,Semi-Furnished,75.47169811320755,class1
"Lotus Properties B
AGENT
-",48000,903,2,No Deposit,2 bathrooms,West facing,"Jogeshwari West, Mumbai",Pagarani Universal Universal Cubical E Wing,Unfurnished,53.15614617940199,class1
"White Stone Real Estate
AGENT
-",45000,1100,2,No Deposit,2 bathrooms,,"Airoli, Mumbai",Reputed Builder New Gardens,Semi-Furnished,40.90909090909091,class2
"White Stone Real Estate
AGENT
-",42000,1100,2,No Deposit,2 bathrooms,,"Airoli, Mumbai",J P Airoli Tower,Unfurnished,38.18181818181818,class2
"White Stone Real Estate
AGENT
-",26000,700,2,No Deposit,2 bathrooms,,"Airoli, Mumbai",Rainbow CHS,Unfurnished,37.142857142857146,class2
"Divine Properties
AGENT
-",350000,4000,5,No Deposit,5 bathrooms,,"Worli, Mumbai",Spark Spark Desai Oceanic,Semi-Furnished,87.5,class1
"Divine Properties
AGENT
-",190000,1800,3,No Deposit,3 bathrooms,,"Prabhadevi, Mumbai",Aristo Pearl Residency,Semi-Furnished,105.55555555555556,class1
"Devendra
AGENT
-",65000,1100,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Reputed Builder Zinnia,Semi-Furnished,59.09090909090909,class1
"Devendra
AGENT
-",76000,1200,2,No Deposit,2 bathrooms,,"Powai, Mumbai",K Raheja Maple Leaf,Furnished,63.333333333333336,class1
"Devendra
AGENT
-",85000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Avalon,Semi-Furnished,86.11955420466059,class1
"Devendra
AGENT
-",55000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Tata Symphony,Semi-Furnished,55.72441742654509,class1
"Devendra
AGENT
-",125000,1250,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Zen Atlantis,Furnished,100.0,class1
"Devendra
AGENT
-",95000,1150,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Brentwood,Furnished,82.6086956521739,class1
"Devendra
AGENT
-",140000,1650,3,No Deposit,2 bathrooms,SouthEast facing,"Powai, Mumbai",Kanakia Silicon Valley,Semi-Furnished,84.84848484848484,class1
"Devendra
AGENT
-",100000,1750,3,No Deposit,2 bathrooms,NorthWest facing,"Powai, Mumbai",Ekta Lake Lucerne,Furnished,57.142857142857146,class1
"White Stone Real Estate
AGENT
-",22000,700,1,No Deposit,1 bathrooms,,"Airoli, Mumbai",Reputed Builder Riddhi,Semi-Furnished,31.428571428571427,class2
"Devendra
AGENT
-",95000,1150,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Brentwood,Furnished,82.6086956521739,class1
"Devendra
AGENT
-",64000,1100,2,No Deposit,2 bathrooms,South facing,"Powai, Mumbai",Srishti Synchronicity,Semi-Furnished,58.18181818181818,class1
"White Stone Real Estate
AGENT
-",45000,1100,2,No Deposit,2 bathrooms,,"Airoli, Mumbai",Reputed Builder New Gardens,Semi-Furnished,40.90909090909091,class2
"White Stone Real Estate
AGENT
-",42000,1100,2,No Deposit,2 bathrooms,,"Airoli, Mumbai",J P Airoli Tower,Unfurnished,38.18181818181818,class2
"White Stone Real Estate
AGENT
-",26000,700,2,No Deposit,2 bathrooms,,"Airoli, Mumbai",Rainbow CHS,Unfurnished,37.142857142857146,class2
"Meghdoot Real Estate
AGENT
-",65000,1820,3,2 L deposit,3 bathrooms,,"Kharghar, Mumbai",Paradise Paradise Sai World Empire,Unfurnished,35.714285714285715,class2
"IdealHomesin
AGENT
-",145000,2530,4,No Deposit,3 bathrooms,NorthEast facing,"Kanjurmarg East, Mumbai",Reputed Builder Runwal Bliss-Daffodil,Semi-Furnished,57.312252964426875,class1
"Devendra
AGENT
-",100000,1550,3,No Deposit,2 bathrooms,NorthWest facing,"Powai, Mumbai",Supreme Lake Primrose,Furnished,64.51612903225806,class1
"Devendra
AGENT
-",143000,1470,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Avalon,Semi-Furnished,97.27891156462584,class1
"Devendra
AGENT
-",80000,1100,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Kanakia Silicon Valley,Semi-Furnished,72.72727272727273,class1
"Devendra
AGENT
-",83000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Avalon,Semi-Furnished,84.09321175278622,class1
"Devendra
AGENT
-",125000,1800,3,No Deposit,3 bathrooms,,"Powai, Mumbai",K Raheja Vistas,Semi-Furnished,69.44444444444444,class1
"Devendra
AGENT
-",90000,1300,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Shapoorji Pallonji Vicinia,Furnished,69.23076923076923,class1
"Devendra
AGENT
-",114999,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Castle Rock,Furnished,116.51367781155015,class1
"Devendra
AGENT
-",67000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Supreme Lake Primrose,Furnished,67.88247213779128,class1
"Devendra
AGENT
-",55000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Panch Leela,Semi-Furnished,55.72441742654509,class1
"Devendra
AGENT
-",80000,1150,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Kanakia Silicon Valley,Semi-Furnished,69.56521739130434,class1
"Devendra
AGENT
-",120000,1250,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Zen Atlantis,Semi-Furnished,96.0,class1
"Devendra
AGENT
-",125000,1470,3,No Deposit,3 bathrooms,,"Powai, Mumbai",Hiranandani Garden Eternia,Semi-Furnished,85.03401360544218,class1
"Devendra
AGENT
-",170000,1550,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Gardens Octavius,Semi-Furnished,109.6774193548387,class1
"Devendra
AGENT
-",90000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Kanakia Silicon Valley,Furnished,91.1854103343465,class1
"Devendra
AGENT
-",114999,1700,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Ekta Lake Lucerne,Semi-Furnished,67.64647058823529,class1
"Devendra
AGENT
-",100000,1150,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Hiranandani Gardens Glen Height,Furnished,86.95652173913044,class1
"Devendra
AGENT
-",65000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Nahar Olivia,Semi-Furnished,65.85612968591693,class1
"Devendra
AGENT
-",60000,987,2,No Deposit,2 bathrooms,,"Powai, Mumbai",Reputed Builder Sunset 1,Furnished,60.790273556231,class1
"Devendra
AGENT
-",105000,1570,3,No Deposit,2 bathrooms,,"Powai, Mumbai",Shapoorji Pallonji Vicinia,Semi-Furnished,66.87898089171975,class1
"Shree Swami Samarth Real Estate
AGENT
-",18000,1050,2,No Deposit,2 bathrooms,East facing,"Kalyan West, Mumbai",Mangeshi Mangeshi Shrushti II,Semi-Furnished,17.142857142857142,class2
"Shree Swami Samarth Real Estate
AGENT
-",19000,1050,2,No Deposit,2 bathrooms,East facing,"Kalyan West, Mumbai",,Semi-Furnished,18.095238095238095,class2
"B Property
AGENT
-",49000,700,1,No Deposit,1 bathrooms,NorthWest facing,"Powai, Mumbai",Srishti Harmony,Semi-Furnished,70.0,class1
"B Property
AGENT
-",55000,720,1,No Deposit,1 bathrooms,North facing,"Powai, Mumbai",Kanakia Silicon Valley,Unfurnished,76.38888888888889,class1
"B Property
AGENT
-",55000,685,1,No Deposit,1 bathrooms,West facing,"Powai, Mumbai",Hiranandani Maple A B And C Wing,Semi-Furnished,80.2919708029197,class1
"B Property
AGENT
-",52000,685,1,No Deposit,1 bathrooms,NorthWest facing,"Powai, Mumbai",Hiranandani Maple A B And C Wing,Semi-Furnished,75.91240875912409,class1
"B Property
AGENT
-",60000,685,1,No Deposit,1 bathrooms,NorthWest facing,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished,87.5912408759124,class1
"B Property
AGENT
-",65000,685,1,No Deposit,1 bathrooms,NorthWest facing,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished,94.8905109489051,class1
"B Property
AGENT
-",120000,1050,2,No Deposit,2 bathrooms,NorthWest facing,"Powai, Mumbai",Hiranandani Castle Rock C And D Wing,Furnished,114.28571428571429,class1
"MaxX Realtors
AGENT
-",62000,650,1,No Deposit,2 bathrooms,NorthWest facing,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished,95.38461538461539,class1
"City Home
AGENT
-",13000,650,1,No Deposit,3 bathrooms,East facing,"kasaradavali thane west, Mumbai",,Furnished,20.0,class2
"Naju Inamdar
AGENT
-",15000,700,1,No Deposit,2 bathrooms,East facing,"Dombivali, Mumbai",Regency Regency Anantam,Semi-Furnished,21.428571428571427,class2
"DHARTI ESTATE CONSULTANT
AGENT
-",55000,650,2,No Deposit,2 bathrooms,,"Santacruz East, Mumbai",Reputed Builder Linnet,Unfurnished,84.61538461538461,class1
"DHARTI ESTATE CONSULTANT
AGENT
-",125000,1050,3,No Deposit,3 bathrooms,,"Santacruz East, Mumbai",Kabra Centroid A,Semi-Furnished,119.04761904761905,class1
"DHARTI ESTATE CONSULTANT
AGENT
-",100000,800,2,No Deposit,2 bathrooms,,"Santacruz East, Mumbai",Reputed Builder Golden Square,Furnished,125.0,class1
"Golden Properties
AGENT
-",28000,750,1,"60,000 deposit",2 bathrooms,,"Airoli, Mumbai",Newa Garden II,Furnished,37.333333333333336,class2
"A A Realtors
AGENT
-",110000,1200,2,No Deposit,2 bathrooms,North facing,"Dadar West, Mumbai",DSK Trilok,Furnished,91.66666666666667,class1
"Akshay Estate Consultancy
AGENT
-",17000,271,1,No Deposit,1 bathrooms,,"Powai, Mumbai",Reputed Builder Sahayog Co-Operative Housing Society,Unfurnished,62.730627306273064,class1
"Shree Laxmi Properties
AGENT
-",39000,721,1,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Reputed Builder Vastu Labh,Unfurnished,54.09153952843273,class1
"Shree Laxmi Properties
AGENT
-",35000,650,1,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Bindras Complex Bldg B1 Wing A B,Unfurnished,53.84615384615385,class1
"Shree Laxmi Properties
AGENT
-",37500,650,1,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Reputed Builder Madhu Residents,Furnished,57.69230769230769,class1
"Shree Laxmi Properties
AGENT
-",38500,560,1,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Reputed Builder Roof Top Chs Ltd,Furnished,68.75,class1
"Devendra
AGENT
-",78000,1200,2,No Deposit,2 bathrooms,SouthEast facing,"Powai, Mumbai",Shapoorji Pallonji Vicinia,Semi-Furnished,65.0,class1
"Shri Sai Enterprises
AGENT
-",9500,620,1,"50,000 deposit",1 bathrooms,,"Dombivali East, Mumbai",,Unfurnished,15.32258064516129,class2
"MaxX Realtors
AGENT
-",55000,850,2,2 L deposit,2 bathrooms,,"Kanjurmarg, Mumbai",Runwal Bliss Wing B,Unfurnished,64.70588235294117,class1
"Azuroin
AGENT
-",37000,744,2,No Deposit,1 bathrooms,,"Thane West, Mumbai",Runwal Garden City,Furnished,49.73118279569893,class2
"Azuroin
AGENT
-",37000,753,2,No Deposit,2 bathrooms,,"Thane West, Mumbai",Ashar Edge,Semi-Furnished,49.136786188579016,class2
"Luxury Homess Realty
AGENT
-",27000,1300,3,No Deposit,3 bathrooms,East facing,"Kalyan West, Mumbai",,Furnished,20.76923076923077,class2
"Shri Sai Enterprises
AGENT
-",15000,845,2,No Deposit,2 bathrooms,North facing,"Dombivali, Mumbai",Reputed Builder Sai Galaxy,Unfurnished,17.75147928994083,class2
"Basera Estate Consultants
AGENT
-",50000,780,2,No Deposit,2 bathrooms,West facing,"Jogeshwari West, Mumbai",Sudarshan Royal Court,Semi-Furnished,64.1025641025641,class1
"Basera Estate Consultants
AGENT
-",54000,720,2,No Deposit,2 bathrooms,North facing,"Jogeshwari West, Mumbai",,Semi-Furnished,75.0,class1
"Rental Surat
AGENT
-",17500,1150,2,"52,500 deposit",2 bathrooms,,"Thane West, Mumbai",Reputed Builder Neelkanth Residency,Semi-Furnished,15.217391304347826,class2
"Nagpur Flatemate
AGENT
-",30000,1100,2,No Deposit,2 bathrooms,,"Ambernath West, Mumbai",Reputed Builder Mamta Apartment,Semi-Furnished,27.272727272727273,class2
"Royal Property Consultancy
AGENT
-",37000,1100,3,No Deposit,3 bathrooms,,"Goregaon East, Mumbai",Reputed Builder Palms Apartment 2,Semi-Furnished,33.63636363636363,class2
"Royal Property Consultancy
AGENT
-",22000,545,1,No Deposit,1 bathrooms,,"Goregaon East, Mumbai",Royal Palms Palm Island,Semi-Furnished,40.36697247706422,class2
"Royal Property Consultancy
AGENT
-",25000,545,1,No Deposit,1 bathrooms,,"Goregaon East, Mumbai",Reputed Builder Yashodham Complex,Unfurnished,45.87155963302752,class2
"Royal Property Consultancy
AGENT
-",25000,545,1,No Deposit,1 bathrooms,,"Goregaon East, Mumbai",Royal Palms Palms Residences,Furnished,45.87155963302752,class2
"Royal Property Consultancy
AGENT
-",45000,545,1,No Deposit,1 bathrooms,,"Malad East, Mumbai",Sethia Imperial Avenue,Furnished,82.56880733944953,class1
"Royal Property Consultancy
AGENT
-",100000,1100,3,No Deposit,3 bathrooms,,"Goregaon East, Mumbai",,Unfurnished,90.9090909090909,class1
"Royal Property Consultancy
AGENT
-",16000,300,1,No Deposit,1 bathrooms,,"Goregaon East, Mumbai",Royal Palms Piccadilly Condos,Furnished,53.333333333333336,class1
"Royal Property Consultancy
AGENT
-",35000,1100,3,No Deposit,3 bathrooms,,"Goregaon East, Mumbai",Royal Palms Summit Apartments,Unfurnished,31.818181818181817,class2
"Royal Property Consultancy
AGENT
-",20000,545,1,No Deposit,1 bathrooms,,"Goregaon East, Mumbai",Royal Palms Summit Apartments,Unfurnished,36.69724770642202,class2
"Royal Property Consultancy
AGENT
-",18000,330,1,No Deposit,1 bathrooms,,"Goregaon East, Mumbai",Royal Palms Piccadilly Condos,Furnished,54.54545454545455,class1
"Royal Property Consultancy
AGENT
-",24000,800,2,No Deposit,2 bathrooms,,"Goregaon East, Mumbai",Royal Palms Garden View,Unfurnished,30.0,class2
