iter	RMSE
438	4319.568498
439	4318.935767
440	4318.758522
441	4318.608816
442	4318.154137
443	4317.413649
444	4316.874791
445	4315.657092
446	4314.971973
447	4314.415513
448	4314.004217
449	4313.782526
450	4313.43518
451	4312.864778
452	4312.361038
453	4312.086949
454	4311.393516
455	4311.175671
456	4310.713434
457	4309.786375
458	4309.470714
459	4309.349091
460	4308.92061
461	4308.321537
462	4307.724213
463	4307.235286
464	4306.861017
465	4306.240525
466	4305.717026
467	4304.985476
468	4304.496876
469	4304.045037
470	4303.585949
471	4303.428225
472	4302.802325
473	4302.34802
474	4301.962366
475	4301.755387
476	4301.242998
477	4300.867764
478	4300.332499
479	4300.07796
480	4299.755028
481	4298.905905
482	4298.551149
483	4297.91992
484	4297.492664
485	4296.824918
486	4296.173976
487	4295.853841
488	4294.779967
489	4294.285639
490	4293.677105
491	4293.095368
492	4293.010242
493	4292.612781
494	4292.123372
495	4292.078291
496	4291.402511
497	4290.853222
498	4290.627365
499	4289.923441
