iter	RMSE
347	7434.950256
348	7433.779489
349	7431.233658
350	7429.701076
351	7427.430077
352	7426.939787
353	7424.982495
354	7423.620107
355	7421.820144
356	7420.856605
357	7419.618371
358	7418.59523
359	7415.432258
360	7413.814476
361	7412.455926
362	7411.482845
363	7409.00302
364	7406.762607
365	7405.592605
366	7403.648981
367	7403.317974
368	7401.436889
369	7400.44198
370	7399.513861
371	7397.939587
372	7394.97072
373	7394.063537
374	7392.992213
375	7391.747308
376	7390.674473
377	7389.846516
378	7388.960411
379	7388.014184
380	7387.17763
381	7384.882833
382	7381.708826
383	7380.508669
384	7379.737722
385	7379.424471
386	7377.906401
387	7375.934216
388	7374.731222
389	7372.059141
390	7371.214491
391	7369.246828
392	7368.280821
393	7366.792953
394	7366.096087
395	7365.028461
396	7362.759313
397	7362.004344
398	7359.505117
399	7358.808311
400	7357.350359
401	7356.862187
402	7355.255786
403	7354.430156
404	7352.859391
405	7351.951731
406	7350.543552
407	7348.730244
408	7348.164704
409	7347.163957
410	7345.587488
411	7344.851056
412	7343.812225
413	7343.002662
414	7341.797107
415	7341.070476
416	7338.732405
417	7338.257674
418	7337.144674
419	7335.90533
420	7335.158641
421	7334.399135
422	7333.666723
423	7332.705894
424	7331.460053
425	7330.125879
426	7329.022384
427	7327.948362
428	7326.697966
429	7326.118452
430	7324.631969
431	7323.933623
432	7322.973714
433	7321.041771
434	7319.865412
435	7319.224372
436	7318.375003
437	7317.672899
438	7316.835108
439	7316.020187
440	7315.287591
441	7314.457124
442	7313.61007
443	7309.768939
444	7309.366443
445	7308.295445
446	7307.183796
447	7305.162431
448	7304.453193
449	7303.767869
450	7303.15012
451	7302.687124
452	7301.98476
453	7301.182158
454	7299.518524
455	7298.153087
456	7297.496653
457	7296.629151
458	7295.836757
459	7295.145267
460	7293.360024
461	7291.892089
462	7290.487438
463	7289.89075
464	7288.847575
465	7287.236011
466	7285.822296
467	7285.003348
468	7284.736197
469	7284.10223
470	7282.959829
471	7282.410109
472	7281.680987
473	7280.318805
474	7279.833884
475	7279.06852
476	7278.140077
477	7277.631073
478	7277.147076
479	7276.40598
480	7276.092044
481	7274.189173
482	7273.290396
483	7272.029356
484	7271.475026
485	7271.245177
486	7269.826441
487	7269.348475
488	7267.634651
489	7266.93558
490	7266.122625
491	7265.229216
492	7264.522297
493	7262.732132
494	7262.300712
495	7261.277804
496	7260.040494
497	7259.540791
498	7258.638901
499	7257.655995
500	7256.109847
501	7254.716403
502	7254.408706
503	7254.110639
504	7253.296411
505	7252.906499
506	7252.535726
507	7251.993764
508	7251.105216
509	7250.613876
510	7249.852015
511	7247.662726
512	7246.275806
513	7246.079461
514	7245.51134
515	7245.189499
516	7244.494693
517	7243.834341
518	7241.944206
519	7240.759116
520	7239.090275
521	7238.63255
522	7237.116003
523	7236.721795
524	7236.216698
525	7235.759122
526	7235.49551
527	7235.044069
528	7234.542363
529	7233.563595
530	7232.893792
531	7232.435033
532	7232.329879
533	7231.462844
534	7230.867163
535	7230.114397
536	7229.083042
537	7228.630791
538	7228.254257
539	7227.290838
540	7227.109554
541	7226.266419
542	7225.808135
543	7224.853644
544	7223.842218
545	7223.56537
546	7223.230333
547	7222.397838
548	7221.945465
549	7220.86886
550	7219.71625
551	7218.826903
552	7218.382696
553	7218.02749
554	7216.319606
555	7215.330344
556	7213.750341
557	7213.247096
558	7212.202366
559	7211.444595
560	7210.520678
561	7210.191155
562	7209.308215
563	7208.036608
564	7206.5504
565	7205.460218
566	7204.220336
567	7203.911967
568	7203.194574
569	7202.891606
570	7202.039342
571	7201.417486
572	7201.176402
573	7200.85085
574	7199.888546
575	7198.686401
576	7198.008826
577	7197.186785
578	7196.286451
579	7194.45563
580	7193.263243
581	7191.979607
582	7191.153503
583	7190.370606
584	7189.708893
585	7188.596778
586	7187.91695
587	7187.626144
588	7185.732125
589	7184.871209
590	7184.512737
591	7183.803089
592	7182.759341
593	7181.417783
594	7179.947692
595	7179.21565
596	7178.791885
597	7178.234897
598	7177.603214
599	7177.086466
600	7176.348872
601	7175.820951
602	7174.920982
603	7174.206778
604	7173.948158
605	7173.494103
606	7172.8159
607	7172.557866
608	7171.743931
609	7171.158571
610	7170.554555
611	7169.915104
612	7169.134718
613	7168.40633
614	7168.20685
615	7167.558998
616	7166.965874
617	7166.441817
618	7165.966993
619	7165.56966
620	7164.643246
621	7164.051315
622	7163.2104
623	7162.531553
624	7161.897093
625	7161.334161
626	7160.757906
627	7160.249087
628	7159.578251
629	7159.257925
630	7158.637271
631	7158.105903
632	7157.821943
633	7157.409445
634	7156.902414
635	7155.513577
636	7154.979524
637	7154.742732
638	7154.501841
639	7154.287628
640	7153.796234
641	7153.0747
642	7151.980977
643	7151.481616
644	7150.738298
645	7149.77155
646	7149.207659
647	7148.113003
648	7147.697283
649	7146.766632
650	7146.32904
651	7146.008996
652	7145.525638
653	7145.324777
654	7144.731314
655	7143.619805
656	7142.914502
657	7142.467426
658	7142.144949
659	7141.78685
660	7140.817777
661	7140.256482
662	7139.774268
663	7139.197549
664	7138.243071
665	7137.38614
666	7136.898013
667	7135.763047
668	7135.063661
669	7134.706091
670	7134.275675
671	7133.622087
672	7133.175015
673	7132.924705
674	7132.449484
675	7132.236013
676	7131.120795
677	7130.443663
678	7130.274637
679	7129.483251
680	7129.17282
681	7128.370956
682	7127.772752
683	7126.781621
684	7126.260955
685	7125.809219
686	7125.390715
687	7124.603915
688	7123.978528
689	7123.179978
690	7121.927538
691	7121.535819
692	7121.243828
693	7119.388892
694	7119.033835
695	7118.643585
696	7118.278158
697	7118.011485
698	7117.051182
699	7116.315785
700	7115.831175
701	7115.388305
702	7115.062837
703	7114.720628
704	7114.25933
705	7114.106204
706	7113.216234
707	7112.875772
708	7112.031378
709	7111.046148
710	7110.893062
711	7110.240669
712	7109.910255
713	7109.428379
714	7109.002781
715	7108.457383
716	7108.216208
717	7107.83715
718	7107.526557
719	7106.445723
720	7106.297155
721	7105.958412
722	7105.683217
723	7105.317893
724	7105.114722
725	7104.464871
726	7103.830447
727	7103.436939
728	7102.656428
729	7102.319177
730	7101.781697
731	7101.35307
732	7099.818048
733	7099.073964
734	7098.495966
735	7097.345658
736	7097.046566
737	7096.466373
738	7095.626588
739	7095.276506
740	7094.09579
741	7093.746608
742	7093.460404
743	7093.320355
744	7092.784018
745	7092.575521
746	7092.295311
747	7092.004182
748	7091.64331
749	7091.259711
750	7090.906115
751	7090.736227
752	7089.986005
753	7089.506493
754	7088.736216
755	7088.591787
756	7088.04735
757	7087.727081
758	7086.918871
759	7086.036588
760	7085.793416
761	7085.604759
762	7085.234202
763	7084.840474
764	7084.431905
765	7083.229014
766	7082.818974
767	7081.634576
768	7081.006642
769	7080.66236
770	7080.25279
771	7079.876223
772	7079.507639
773	7079.014786
774	7078.71518
775	7078.401724
776	7077.361928
777	7077.089353
778	7076.758871
779	7076.227142
780	7075.613259
781	7074.94061
782	7074.188365
783	7074.109176
784	7073.692646
785	7073.548254
786	7073.113718
787	7072.84569
788	7071.696137
789	7070.907887
790	7070.648629
791	7070.300484
792	7070.121334
793	7069.907381
794	7069.259214
795	7069.043443
796	7068.523632
797	7068.3275
798	7067.938557
799	7067.826073
800	7067.380146
801	7067.119024
802	7066.386842
803	7065.442149
804	7064.341454
805	7063.894078
806	7063.421561
807	7063.072507
808	7062.508842
809	7062.323769
810	7061.709096
811	7061.310792
812	7060.771399
813	7060.527454
814	7060.143719
815	7059.794631
816	7059.559608
817	7058.848979
818	7058.016228
819	7057.48908
820	7057.013344
821	7055.744576
822	7055.485017
823	7054.892455
824	7054.310768
825	7053.290187
826	7052.324473
827	7051.991232
828	7051.680476
829	7051.140715
830	7050.514872
831	7050.272564
832	7049.383833
833	7048.93426
834	7048.090509
835	7047.529114
836	7047.15014
837	7046.860963
838	7046.685973
839	7046.46342
840	7045.948425
841	7045.481128
842	7044.957109
843	7044.666437
844	7044.615806
845	7043.728732
846	7043.32776
847	7043.155567
848	7042.780243
849	7041.938443
850	7041.682526
851	7041.320411
852	7041.05415
853	7040.743038
854	7040.154791
855	7039.889201
856	7039.769701
857	7039.578542
858	7039.45868
859	7038.998069
860	7038.35121
861	7037.573638
862	7037.406912
863	7037.157153
864	7036.745574
865	7036.383322
866	7035.639063
867	7035.277869
868	7034.598976
869	7034.088022
870	7033.019983
871	7032.59434
872	7031.985263
873	7031.809118
874	7030.89437
875	7030.5293
876	7029.990762
877	7029.654987
878	7028.958987
879	7028.802374
880	7028.737981
881	7028.554093
882	7027.885487
883	7027.319884
884	7027.018055
885	7026.616007
886	7026.128448
887	7026.025567
888	7025.333126
889	7025.06301
890	7024.950227
891	7024.376555
892	7023.888356
893	7023.503376
894	7022.889152
895	7022.146623
896	7021.860262
897	7021.304971
898	7021.247103
899	7020.999787
900	7020.781669
901	7020.07258
902	7019.813612
903	7019.601522
904	7019.280917
905	7019.018636
906	7018.523884
907	7018.265995
908	7017.942008
909	7017.780805
910	7017.577718
911	7017.415201
912	7016.939309
913	7016.430303
914	7016.131776
915	7015.80471
916	7015.394925
917	7014.934753
918	7014.701988
919	7014.605233
920	7014.530074
921	7013.981158
922	7013.462164
923	7013.172954
924	7013.050208
925	7012.892088
926	7012.600571
927	7011.749825
928	7011.560314
929	7011.091718
930	7011.008235
931	7010.713953
932	7010.125891
933	7009.698715
934	7009.345321
935	7009.118686
936	7008.973001
937	7008.61821
938	7007.871617
939	7007.662307
940	7007.453016
941	7006.766926
942	7006.560074
943	7006.28769
944	7006.155473
945	7005.640138
946	7004.826593
947	7004.684243
948	7004.274786
949	7003.73915
950	7003.505654
951	7003.275095
952	7002.660846
953	7002.303473
954	7002.223912
955	7001.815105
956	7001.665862
957	7001.498652
958	7001.115973
959	7000.605319
960	7000.42176
961	7000.211207
962	6999.452402
963	6999.286695
964	6998.819584
965	6998.575836
966	6998.492102
967	6997.784183
968	6997.321315
969	6996.957029
970	6996.622608
971	6996.333975
972	6996.208304
973	6995.890354
974	6995.563857
975	6995.412782
976	6995.24018
977	6994.602141
978	6994.304146
979	6994.14294
980	6993.859358
981	6993.535825
982	6993.007378
983	6992.67241
984	6992.275406
985	6992.101316
986	6992.018734
987	6991.571772
988	6990.873031
989	6990.402025
990	6989.971225
991	6989.71506
992	6989.48961
993	6988.988494
994	6988.380837
995	6988.19014
996	6987.848215
997	6987.354013
998	6986.839912
999	6986.278114
