iter	Passed	Remaining
403	4966	7326
404	4976	7311
405	4986	7296
406	4997	7281
407	5007	7265
408	5017	7250
409	5028	7235
410	5039	7221
411	5049	7206
412	5059	7191
413	5070	7177
414	5081	7163
415	5092	7148
416	5103	7134
417	5113	7119
418	5124	7105
419	5135	7091
420	5145	7076
421	5155	7061
422	5166	7047
423	5176	7032
424	5187	7018
425	5198	7004
426	5209	6991
427	5220	6977
428	5231	6963
429	5241	6947
430	5252	6934
431	5262	6919
432	5273	6905
433	5284	6891
434	5295	6878
435	5305	6863
436	5315	6848
437	5326	6834
438	5336	6819
439	5347	6805
440	5360	6794
441	5370	6780
442	5381	6765
443	5391	6752
444	5402	6737
445	5412	6723
446	5423	6709
447	5434	6696
448	5445	6682
449	5455	6667
450	5465	6653
451	5476	6639
452	5486	6624
453	5496	6610
454	5507	6597
455	5518	6583
456	5529	6569
457	5539	6555
458	5550	6542
459	5561	6528
460	5572	6514
461	5583	6502
462	5595	6489
463	5605	6475
464	5616	6461
465	5627	6448
466	5639	6436
467	5651	6424
468	5661	6409
469	5671	6395
470	5682	6381
471	5692	6367
472	5703	6354
473	5713	6340
474	5723	6326
475	5734	6312
476	5746	6300
477	5756	6286
478	5766	6272
479	5776	6258
480	5787	6244
481	5799	6232
482	5809	6218
483	5820	6205
484	5830	6190
485	5839	6176
486	5850	6162
487	5860	6148
488	5870	6135
489	5881	6121
490	5891	6107
491	5901	6093
492	5910	6078
493	5921	6065
494	5931	6051
495	5942	6038
496	5953	6025
497	5963	6011
498	5974	5998
499	5984	5984
500	5995	5971
501	6006	5958
502	6015	5944
503	6025	5929
504	6035	5915
505	6045	5902
506	6055	5888
507	6065	5874
508	6075	5860
509	6085	5847
510	6096	5834
511	6108	5822
512	6121	5811
513	6132	5798
514	6143	5785
515	6153	5771
516	6163	5757
517	6174	5745
518	6184	5731
519	6195	5718
520	6205	5705
521	6217	5693
522	6228	5680
523	6239	5667
524	6249	5654
525	6259	5640
526	6269	5626
527	6279	5613
528	6290	5600
529	6300	5587
530	6311	5574
531	6321	5561
532	6331	5547
533	6342	5534
534	6353	5521
535	6364	5509
536	6375	5496
537	6386	5484
538	6396	5470
539	6407	5457
540	6416	5444
541	6427	5431
542	6437	5417
543	6448	5405
544	6458	5391
545	6468	5378
546	6477	5364
547	6487	5351
548	6499	5339
549	6509	5325
550	6520	5313
551	6530	5300
552	6540	5287
553	6550	5273
554	6561	5261
555	6571	5247
556	6581	5234
557	6591	5221
558	6602	5208
559	6614	5196
560	6625	5184
561	6634	5170
562	6645	5158
563	6655	5144
564	6665	5131
565	6675	5118
566	6685	5105
567	6695	5092
568	6707	5080
569	6717	5067
570	6728	5054
571	6738	5042
572	6748	5029
573	6760	5017
574	6771	5005
575	6781	4991
576	6791	4979
577	6802	4966
578	6813	4953
579	6823	4941
580	6834	4928
581	6845	4916
582	6855	4903
583	6866	4891
584	6877	4878
585	6888	4866
586	6898	4853
587	6908	4840
588	6919	4828
589	6929	4815
590	6940	4803
591	6950	4790
592	6961	4777
593	6972	4765
594	6983	4753
595	6993	4740
596	7003	4727
597	7013	4715
598	7025	4702
599	7035	4690
600	7045	4677
601	7056	4665
602	7066	4652
603	7076	4639
604	7087	4627
605	7097	4614
606	7108	4602
607	7118	4589
608	7128	4577
609	7139	4564
610	7150	4552
611	7160	4539
612	7171	4527
613	7182	4515
614	7192	4502
615	7204	4490
616	7214	4478
617	7224	4465
618	7234	4453
619	7244	4440
620	7255	4428
621	7265	4415
622	7275	4402
623	7286	4390
624	7298	4378
625	7310	4367
626	7320	4355
627	7331	4342
628	7342	4330
629	7353	4318
630	7364	4306
631	7375	4294
632	7385	4281
633	7395	4269
634	7406	4257
635	7416	4244
636	7427	4232
637	7437	4220
638	7447	4207
639	7458	4195
640	7469	4183
641	7479	4170
642	7490	4158
643	7501	4146
644	7511	4134
645	7522	4122
646	7534	4110
647	7545	4098
648	7556	4086
649	7567	4074
650	7578	4063
651	7590	4051
652	7600	4038
653	7610	4026
654	7621	4014
655	7632	4002
656	7643	3990
657	7653	3977
658	7663	3965
659	7674	3953
660	7685	3941
661	7696	3929
662	7707	3917
663	7718	3905
664	7729	3894
665	7741	3882
666	7753	3870
667	7764	3858
668	7774	3846
669	7785	3834
670	7794	3821
671	7805	3809
672	7816	3797
673	7826	3785
674	7836	3773
675	7847	3761
676	7858	3749
677	7869	3737
678	7880	3725
679	7890	3713
680	7901	3701
681	7912	3689
682	7923	3677
683	7934	3665
684	7946	3654
685	7958	3642
686	7970	3631
687	7982	3620
688	7994	3608
689	8006	3597
690	8018	3585
691	8030	3574
692	8041	3562
693	8052	3550
694	8064	3539
695	8077	3528
696	8088	3516
697	8100	3504
698	8113	3493
699	8125	3482
700	8137	3471
701	8150	3459
702	8162	3448
703	8174	3437
704	8187	3425
705	8197	3413
706	8208	3401
707	8218	3389
708	8229	3377
709	8239	3365
710	8249	3353
711	8259	3340
712	8270	3329
713	8282	3317
714	8293	3305
715	8305	3294
716	8316	3282
717	8327	3270
718	8337	3258
719	8348	3246
720	8358	3234
721	8368	3222
722	8378	3210
723	8390	3198
724	8401	3186
725	8413	3175
726	8425	3164
727	8436	3152
728	8448	3140
729	8459	3128
730	8469	3116
731	8480	3104
732	8490	3092
733	8502	3081
734	8513	3069
735	8524	3057
736	8536	3046
737	8548	3034
738	8561	3023
739	8572	3012
740	8584	3000
741	8596	2989
742	8608	2977
743	8619	2965
744	8631	2954
745	8642	2942
746	8654	2931
747	8666	2919
748	8679	2908
749	8694	2898
750	8715	2889
751	8732	2879
752	8759	2873
753	8774	2862
754	8791	2852
755	8805	2841
756	8819	2831
757	8831	2819
758	8843	2808
759	8855	2796
760	8868	2785
761	8881	2774
762	8896	2763
763	8908	2751
764	8920	2740
765	8931	2728
766	8942	2716
767	8953	2704
768	8965	2693
769	8977	2681
770	8990	2670
771	9002	2658
772	9015	2647
773	9029	2636
774	9044	2625
775	9061	2615
776	9075	2604
777	9089	2593
778	9105	2583
779	9124	2573
780	9142	2563
781	9158	2553
782	9175	2542
783	9189	2531
784	9205	2521
785	9220	2510
786	9235	2499
787	9250	2488
788	9269	2478
789	9284	2467
790	9297	2456
791	9309	2445
792	9321	2433
793	9332	2421
794	9342	2409
795	9353	2397
796	9363	2385
797	9373	2372
798	9383	2360
799	9393	2348
800	9404	2336
801	9415	2324
802	9426	2312
803	9436	2300
804	9447	2288
805	9459	2276
806	9471	2265
807	9484	2253
808	9495	2241
809	9506	2230
810	9517	2218
811	9527	2205
812	9538	2193
813	9549	2181
814	9559	2169
815	9569	2157
816	9580	2145
817	9591	2134
818	9602	2122
819	9614	2110
820	9625	2098
821	9638	2087
822	9648	2075
823	9659	2063
824	9669	2051
825	9679	2039
826	9693	2027
827	9711	2017
828	9723	2005
829	9734	1993
830	9745	1981
831	9756	1970
832	9766	1958
833	9777	1946
834	9787	1934
835	9798	1922
836	9809	1910
837	9819	1898
838	9828	1886
839	9838	1874
840	9849	1862
841	9859	1850
842	9870	1838
843	9882	1826
844	9894	1814
845	9907	1803
846	9917	1791
847	9927	1779
848	9938	1767
849	9948	1755
850	9959	1743
851	9970	1732
852	9981	1720
853	9991	1708
854	10001	1696
855	10012	1684
856	10022	1672
857	10033	1660
858	10044	1648
859	10056	1637
860	10069	1625
861	10081	1614
862	10092	1602
863	10103	1590
864	10115	1578
865	10127	1567
866	10139	1555
867	10152	1543
868	10167	1532
869	10183	1521
870	10198	1510
871	10217	1499
872	10235	1489
873	10250	1477
874	10267	1466
875	10283	1455
876	10299	1444
877	10315	1433
878	10335	1422
879	10349	1411
880	10364	1399
881	10379	1388
882	10391	1376
883	10403	1365
884	10414	1353
885	10427	1341
886	10438	1329
887	10449	1317
888	10459	1306
889	10471	1294
890	10483	1282
891	10495	1270
892	10507	1259
893	10519	1247
894	10531	1235
895	10542	1223
896	10554	1211
897	10565	1200
898	10575	1188
899	10585	1176
900	10595	1164
901	10607	1152
902	10618	1140
903	10628	1128
904	10639	1116
905	10649	1104
906	10662	1093
907	10675	1081
908	10687	1069
909	10698	1058
910	10707	1046
911	10719	1034
912	10730	1022
913	10741	1010
914	10752	998
915	10763	987
916	10773	975
917	10784	963
918	10795	951
919	10805	939
920	10815	927
921	10826	915
922	10837	904
923	10847	892
924	10856	880
925	10866	868
926	10877	856
927	10887	844
928	10897	832
929	10907	820
930	10917	809
931	10927	797
932	10938	785
933	10949	773
934	10960	761
935	10970	750
936	10981	738
937	10992	726
938	11002	714
939	11013	702
940	11023	691
941	11035	679
942	11046	667
943	11056	655
944	11067	644
945	11078	632
946	11090	620
947	11100	608
948	11111	597
949	11121	585
950	11132	573
951	11143	561
952	11154	550
953	11165	538
954	11175	526
955	11186	514
956	11197	503
957	11208	491
958	11219	479
959	11229	467
960	11240	456
961	11250	444
962	11262	432
963	11272	420
964	11283	409
965	11293	397
966	11303	385
967	11314	374
968	11325	362
969	11336	350
970	11346	338
971	11357	327
972	11367	315
973	11400	304
974	11414	292
975	11426	280
976	11437	269
977	11448	257
978	11459	245
979	11471	234
980	11482	222
981	11494	210
982	11505	198
983	11517	187
984	11527	175
985	11538	163
986	11548	152
987	11559	140
988	11569	128
989	11580	116
990	11592	105
991	11602	93
992	11613	81
993	11624	70
994	11635	58
995	11647	46
996	11658	35
997	11669	23
998	11679	11
999	11691	0
