iter	RMSE
223	7533.178343
224	7530.897419
225	7528.640695
226	7522.723779
227	7520.252373
228	7515.464437
229	7512.803169
230	7510.544231
231	7508.361747
232	7507.821132
233	7505.883388
234	7503.890584
235	7502.594951
236	7498.341348
237	7495.411162
238	7493.540062
239	7492.400865
240	7490.542262
241	7487.63262
242	7481.833614
243	7480.883035
244	7479.066194
245	7477.490866
246	7475.001681
247	7474.06469
248	7471.799379
249	7467.67463
250	7465.709602
251	7464.654176
252	7462.528384
253	7461.578157
254	7459.085137
255	7455.963281
256	7453.8329
257	7452.12091
258	7449.755599
259	7448.511069
260	7445.543506
261	7443.425435
262	7440.540479
263	7439.137469
264	7436.761939
265	7434.367531
266	7433.106813
267	7429.798465
268	7428.142368
269	7426.328555
270	7423.381442
271	7421.725398
272	7420.018535
273	7418.323692
274	7417.383856
275	7415.094777
276	7413.701195
277	7412.333691
278	7408.099073
279	7405.57514
280	7403.562507
281	7402.230233
282	7399.812113
283	7397.431494
284	7395.729243
285	7394.691437
286	7392.779191
287	7390.775092
288	7389.845135
289	7388.880803
290	7387.684306
291	7385.951384
292	7385.345619
293	7383.31371
294	7381.578267
295	7379.206601
296	7378.124555
297	7376.490735
298	7372.419077
299	7370.685619
300	7368.579403
301	7367.784538
302	7363.457612
303	7362.220073
304	7360.134104
305	7359.266648
306	7357.498573
307	7355.459316
308	7353.906798
309	7353.409487
310	7351.018619
311	7348.353538
312	7346.568353
313	7345.00243
314	7344.381537
315	7343.520758
316	7341.992815
317	7340.020528
318	7339.64762
319	7337.979446
320	7335.139393
321	7332.944658
322	7331.368816
323	7329.118799
324	7327.177713
325	7326.159793
326	7325.58748
327	7322.903841
328	7321.684143
329	7321.401484
330	7319.947429
331	7319.025441
332	7317.881324
333	7315.390328
334	7314.550021
335	7313.415848
336	7312.606475
337	7312.07919
338	7310.573947
339	7310.155573
340	7309.050429
341	7307.552773
342	7306.441725
343	7303.875854
344	7302.433831
345	7301.768509
346	7300.143241
347	7298.539179
348	7296.647629
349	7294.485843
350	7293.545158
351	7292.614117
352	7292.093184
353	7290.999687
354	7290.438304
355	7288.945297
356	7288.574508
357	7287.366282
358	7285.629898
359	7283.381327
360	7282.540799
361	7280.06674
362	7278.72974
363	7278.062612
364	7277.002209
365	7275.857714
366	7275.175447
367	7274.344784
368	7273.017223
369	7271.801402
370	7269.863285
371	7268.514983
372	7266.648959
373	7265.402159
374	7264.845007
375	7264.125809
376	7263.77853
377	7263.058869
378	7262.577705
379	7261.445289
380	7260.34296
381	7258.870793
382	7257.251272
383	7255.839207
384	7255.350058
385	7254.973386
386	7254.174532
387	7253.423846
388	7252.667188
389	7251.950798
390	7251.127015
391	7249.234798
392	7248.258259
393	7247.160713
394	7245.877237
395	7245.156255
396	7243.718215
397	7242.61068
398	7241.957526
399	7241.045727
400	7240.259986
401	7237.540091
402	7237.313656
403	7236.669161
404	7235.200999
405	7232.673618
406	7231.189492
407	7229.955696
408	7228.921616
409	7227.443656
410	7225.144797
411	7224.315115
412	7223.638937
413	7223.006483
414	7222.594966
415	7221.474352
416	7220.490628
417	7218.110029
418	7217.200776
419	7216.455655
420	7216.216526
421	7214.761414
422	7212.718236
423	7212.447488
424	7210.871891
425	7210.467068
426	7209.04507
427	7207.7833
428	7205.685688
429	7205.337283
430	7203.801824
431	7202.33571
432	7200.86777
433	7199.82484
434	7198.201699
435	7196.100775
436	7194.028195
437	7193.168412
438	7193.064049
439	7192.504864
440	7191.415553
441	7190.139459
442	7189.250083
443	7187.943174
444	7187.21591
445	7186.1085
446	7185.479216
447	7184.310237
448	7183.648621
449	7182.668164
450	7181.182943
451	7180.571846
452	7179.613527
453	7178.453801
454	7178.277918
455	7177.763888
456	7175.923006
457	7174.758288
458	7174.397401
459	7173.948696
460	7171.83098
461	7169.900197
462	7169.388217
463	7168.802599
464	7168.48963
465	7167.951623
466	7166.714246
467	7166.295733
468	7165.843934
469	7164.914927
470	7164.69211
471	7163.673481
472	7163.182508
473	7161.775995
474	7161.36912
475	7160.719896
476	7160.191234
477	7158.632247
478	7157.60024
479	7156.678639
480	7155.845239
481	7154.251653
482	7152.978903
483	7152.120111
484	7151.097905
485	7150.740796
486	7149.153603
487	7147.944309
488	7146.646252
489	7145.220257
490	7144.312017
491	7143.429209
492	7142.948217
493	7142.078829
494	7141.297081
495	7141.108096
496	7140.335867
497	7139.601723
498	7139.381233
499	7138.419057
