rent,area,type,bathrooms,furnished_type,localityclass,city
25000,1210,3,2,Semi-Furnished,class2,Mumbai
55000,1200,2,2,Semi-Furnished,class2,Mumbai
55000,1200,2,2,Semi-Furnished,class2,Mumbai
70000,650,1,1,Semi-Furnished,class1,Mumbai
55000,1650,3,3,Unfurnished,class2,Mumbai
40000,855,2,2,Semi-Furnished,class2,Mumbai
14000,900,2,2,Furnished,class2,Mumbai
15000,613,1,1,Semi-Furnished,class2,Mumbai
75000,910,2,2,Semi-Furnished,class1,Mumbai
40000,1100,2,2,Unfurnished,class2,Mumbai
55000,1355,2,2,Unfurnished,class2,Mumbai
72000,1415,2,2,Furnished,class1,Mumbai
55000,1200,2,2,Semi-Furnished,class2,Mumbai
55000,1200,2,2,Semi-Furnished,class2,Mumbai
23000,940,2,2,Semi-Furnished,class2,Mumbai
14000,603,1,1,Semi-Furnished,class2,Mumbai
25000,1210,3,2,Semi-Furnished,class2,Mumbai
80000,1760,3,3,Semi-Furnished,class2,Mumbai
15000,605,1,1,Furnished,class2,Mumbai
19000,963,2,2,Semi-Furnished,class2,Mumbai
13500,600,1,2,Semi-Furnished,class2,Mumbai
46000,950,2,2,Semi-Furnished,class2,Mumbai
87500,1150,2,2,Unfurnished,class1,Mumbai
65000,1050,2,2,Unfurnished,class1,Mumbai
35000,1167,2,2,Semi-Furnished,class2,Mumbai
58000,600,1,1,Furnished,class1,Mumbai
58000,600,1,1,Semi-Furnished,class1,Mumbai
60000,600,1,1,Semi-Furnished,class1,Mumbai
60000,600,1,2,Semi-Furnished,class1,Mumbai
58000,400,1,1,Furnished,class1,Mumbai
45000,200,1,1,Furnished,class1,Mumbai
35000,1000,2,2,Semi-Furnished,class2,Mumbai
62500,850,2,2,Unfurnished,class1,Mumbai
50000,600,2,2,Unfurnished,class1,Mumbai
34000,590,1,1,Semi-Furnished,class1,Mumbai
45000,860,2,2,Semi-Furnished,class1,Mumbai
34000,590,1,1,Semi-Furnished,class1,Mumbai
78520,1010,2,2,Furnished,class1,Mumbai
65000,810,2,2,Unfurnished,class1,Mumbai
52456,682,1,1,Furnished,class1,Mumbai
53000,1200,2,2,Semi-Furnished,class2,Mumbai
58000,1250,2,2,Semi-Furnished,class2,Mumbai
55000,1200,2,2,Unfurnished,class2,Mumbai
80000,2100,3,3,Unfurnished,class2,Mumbai
80000,1800,3,3,Semi-Furnished,class2,Mumbai
57000,1350,2,2,Semi-Furnished,class2,Mumbai
55000,1250,2,2,Furnished,class2,Mumbai
78999,910,2,2,Semi-Furnished,class1,Mumbai
85000,1800,3,3,Unfurnished,class2,Mumbai
58000,1250,2,2,Semi-Furnished,class2,Mumbai
80000,1750,3,3,Semi-Furnished,class2,Mumbai
57000,1250,2,2,Unfurnished,class2,Mumbai
85000,1800,3,3,Semi-Furnished,class2,Mumbai
82000,1800,3,3,Unfurnished,class2,Mumbai
60000,1300,2,2,Unfurnished,class2,Mumbai
60000,1200,2,2,Furnished,class2,Mumbai
55000,1250,2,2,Semi-Furnished,class2,Mumbai
45000,1200,2,2,Unfurnished,class2,Mumbai
80000,810,2,2,Semi-Furnished,class1,Mumbai
33000,1500,2,2,Semi-Furnished,class2,Mumbai
38000,1150,2,2,Semi-Furnished,class2,Mumbai
40000,1140,2,2,Furnished,class2,Mumbai
39000,1050,2,2,Furnished,class2,Mumbai
27000,750,1,2,Semi-Furnished,class2,Mumbai
90000,1050,2,2,Unfurnished,class1,Mumbai
45000,500,1,2,Semi-Furnished,class1,Mumbai
48000,550,1,1,Unfurnished,class1,Mumbai
55000,600,1,1,Furnished,class1,Mumbai
12000,550,1,1,Unfurnished,class2,Mumbai
14000,580,1,1,Furnished,class2,Mumbai
14000,750,1,2,Semi-Furnished,class2,Mumbai
50000,550,1,1,Furnished,class1,Mumbai
8000,550,1,2,Unfurnished,class3,Mumbai
8000,713,1,1,Unfurnished,class3,Mumbai
60000,550,1,2,Semi-Furnished,class1,Mumbai
65000,1045,3,3,Semi-Furnished,class1,Mumbai
26000,370,1,1,Semi-Furnished,class1,Mumbai
24000,500,1,2,Semi-Furnished,class2,Mumbai
20000,400,1,1,Semi-Furnished,class2,Mumbai
56000,1100,2,2,Semi-Furnished,class1,Mumbai
56000,1225,2,2,Semi-Furnished,class2,Mumbai
62000,1250,2,2,Unfurnished,class2,Mumbai
80000,1800,3,3,Semi-Furnished,class2,Mumbai
56000,1150,2,2,Semi-Furnished,class2,Mumbai
65000,1250,2,2,Semi-Furnished,class1,Mumbai
86000,1750,3,3,Semi-Furnished,class2,Mumbai
60000,1080,2,2,Semi-Furnished,class1,Mumbai
35000,550,1,1,Furnished,class1,Mumbai
55000,1500,3,2,Semi-Furnished,class2,Mumbai
45000,1167,2,2,Furnished,class2,Mumbai
23000,550,1,1,Unfurnished,class2,Mumbai
41000,980,2,2,Semi-Furnished,class2,Mumbai
30000,550,1,1,Semi-Furnished,class1,Mumbai
30000,980,2,2,Unfurnished,class2,Mumbai
47000,890,2,2,Unfurnished,class1,Mumbai
80000,1200,2,2,Furnished,class1,Mumbai
72000,1050,2,2,Unfurnished,class1,Mumbai
85000,1250,2,2,Furnished,class1,Mumbai
75000,1300,3,2,Furnished,class1,Mumbai
42000,980,2,2,Semi-Furnished,class2,Mumbai
70000,1250,2,2,Furnished,class1,Mumbai
60000,1300,3,2,Semi-Furnished,class2,Mumbai
40000,1100,3,2,Furnished,class2,Mumbai
55000,1100,2,2,Semi-Furnished,class2,Mumbai
75000,1200,3,2,Furnished,class1,Mumbai
52000,980,2,2,Unfurnished,class1,Mumbai
28000,980,2,2,Semi-Furnished,class2,Mumbai
48000,2000,3,3,Semi-Furnished,class2,Mumbai
56000,1040,2,2,Furnished,class1,Mumbai
45000,1250,3,2,Semi-Furnished,class2,Mumbai
40000,850,2,2,Semi-Furnished,class2,Mumbai
7500,415,1,1,Semi-Furnished,class2,Mumbai
8000,420,1,1,Semi-Furnished,class2,Mumbai
12000,520,1,1,Semi-Furnished,class2,Mumbai
28000,850,2,2,Unfurnished,class2,Mumbai
23000,572,1,1,Unfurnished,class2,Mumbai
29000,772,2,2,Unfurnished,class2,Mumbai
33500,668,2,2,Unfurnished,class1,Mumbai
43000,968,2,2,Unfurnished,class2,Mumbai
27000,600,2,2,Unfurnished,class2,Mumbai
29500,675,2,2,Unfurnished,class2,Mumbai
36000,835,2,2,Unfurnished,class2,Mumbai
33000,772,2,2,Unfurnished,class2,Mumbai
45000,1100,2,2,Unfurnished,class2,Mumbai
45000,1050,3,2,Unfurnished,class2,Mumbai
22000,585,1,1,Semi-Furnished,class2,Mumbai
37000,900,2,2,Semi-Furnished,class2,Mumbai
25000,650,1,2,Unfurnished,class2,Mumbai
82000,2250,4,3,Semi-Furnished,class2,Mumbai
65000,1350,3,3,Furnished,class2,Mumbai
65000,1350,3,3,Furnished,class2,Mumbai
44000,1020,2,2,Semi-Furnished,class2,Mumbai
80000,1860,3,2,Furnished,class2,Mumbai
80000,2210,4,3,Semi-Furnished,class2,Mumbai
65000,1320,3,2,Semi-Furnished,class2,Mumbai
46000,1250,3,2,Semi-Furnished,class2,Mumbai
65000,550,1,1,Semi-Furnished,class1,Mumbai
40000,1200,2,2,Semi-Furnished,class2,Mumbai
75000,1450,3,3,Furnished,class1,Mumbai
45000,840,2,2,Unfurnished,class1,Mumbai
58000,1350,3,3,Semi-Furnished,class2,Mumbai
85000,1650,3,3,Unfurnished,class1,Mumbai
61000,1150,2,2,Unfurnished,class1,Mumbai
64000,1350,2,2,Unfurnished,class2,Mumbai
70000,650,1,1,Furnished,class1,Mumbai
50000,1150,2,2,Furnished,class2,Mumbai
50000,1200,2,2,Unfurnished,class2,Mumbai
34000,600,1,1,Unfurnished,class1,Mumbai
55000,1400,2,2,Unfurnished,class2,Mumbai
55000,1400,2,2,Unfurnished,class2,Mumbai
80000,520,1,2,Semi-Furnished,class1,Mumbai
55000,1500,2,2,Unfurnished,class2,Mumbai
35000,700,1,1,Furnished,class2,Mumbai
30000,600,1,1,Semi-Furnished,class2,Mumbai
40000,1200,2,2,Semi-Furnished,class2,Mumbai
45000,1200,2,2,Semi-Furnished,class2,Mumbai
48000,950,2,1,Unfurnished,class1,Mumbai
42000,1200,2,2,Unfurnished,class2,Mumbai
38000,1200,2,2,Unfurnished,class2,Mumbai
27000,600,1,1,Unfurnished,class2,Mumbai
80000,1500,3,3,Furnished,class1,Mumbai
75000,1400,2,2,Furnished,class1,Mumbai
45000,1000,2,2,Furnished,class2,Mumbai
46000,550,1,1,Furnished,class1,Mumbai
55000,1000,2,2,Semi-Furnished,class1,Mumbai
59000,1000,2,2,Furnished,class1,Mumbai
80000,550,1,1,Furnished,class1,Mumbai
90000,910,2,2,Furnished,class1,Mumbai
48000,1000,2,2,Furnished,class2,Mumbai
76500,1000,2,2,Furnished,class1,Mumbai
85000,1500,3,3,Furnished,class1,Mumbai
66000,1100,2,2,Semi-Furnished,class1,Mumbai
38000,710,1,2,Unfurnished,class1,Mumbai
33000,600,1,2,Unfurnished,class1,Mumbai
30000,525,1,1,Semi-Furnished,class1,Mumbai
29000,540,1,2,Unfurnished,class1,Mumbai
58000,1400,2,2,Unfurnished,class2,Mumbai
26000,400,1,1,Unfurnished,class1,Mumbai
70000,950,2,2,Furnished,class1,Mumbai
55000,850,2,2,Semi-Furnished,class1,Mumbai
18000,990,2,2,Furnished,class2,Mumbai
14100,1120,2,2,Semi-Furnished,class3,Mumbai
18200,1080,2,2,Furnished,class2,Mumbai
67000,1500,2,2,Furnished,class2,Mumbai
67000,1500,2,2,Furnished,class2,Mumbai
45000,400,1,1,Furnished,class1,Mumbai
60000,950,2,2,Furnished,class1,Mumbai
75000,950,2,2,Semi-Furnished,class1,Mumbai
14000,1121,2,2,Unfurnished,class3,Mumbai
14000,560,1,2,Semi-Furnished,class2,Mumbai
72000,950,2,2,Furnished,class1,Mumbai
70000,650,1,2,Semi-Furnished,class1,Mumbai
80000,700,2,2,Semi-Furnished,class1,Mumbai
25000,225,1,1,Furnished,class1,Mumbai
80000,1200,3,3,Furnished,class1,Mumbai
55000,850,2,2,Furnished,class1,Mumbai
90000,1000,2,2,Furnished,class1,Mumbai
60000,600,1,2,Furnished,class1,Mumbai
90000,1200,2,2,Furnished,class1,Mumbai
85000,1200,2,2,Unfurnished,class1,Mumbai
65000,500,1,1,Unfurnished,class1,Mumbai
80000,1400,3,3,Furnished,class1,Mumbai
80000,470,2,2,Semi-Furnished,class1,Mumbai
60000,1070,2,2,Semi-Furnished,class1,Mumbai
50000,1545,3,3,Semi-Furnished,class2,Mumbai
83500,1050,2,2,Unfurnished,class1,Mumbai
60000,800,2,2,Semi-Furnished,class1,Mumbai
58000,550,1,1,Unfurnished,class1,Mumbai
70000,1400,3,3,Semi-Furnished,class2,Mumbai
34000,1710,2,2,Semi-Furnished,class2,Mumbai
75000,1500,3,2,Semi-Furnished,class2,Mumbai
40000,1080,2,2,Furnished,class2,Mumbai
38000,1040,2,2,Furnished,class2,Mumbai
35000,960,2,2,Semi-Furnished,class2,Mumbai
25000,720,1,2,Semi-Furnished,class2,Mumbai
38000,910,2,2,Furnished,class2,Mumbai
36000,1040,2,2,Furnished,class2,Mumbai
37000,1015,2,2,Semi-Furnished,class2,Mumbai
37000,1020,2,2,Semi-Furnished,class2,Mumbai
28000,1200,2,2,Semi-Furnished,class2,Mumbai
25000,1300,2,2,Semi-Furnished,class2,Mumbai
16000,650,1,2,Semi-Furnished,class2,Mumbai
16000,1250,1,2,Semi-Furnished,class3,Mumbai
24000,690,1,2,Semi-Furnished,class2,Mumbai
66000,1250,2,2,Unfurnished,class1,Mumbai
78000,1530,3,3,Unfurnished,class1,Mumbai
49000,650,1,2,Unfurnished,class1,Mumbai
50000,650,1,2,Semi-Furnished,class1,Mumbai
60000,1150,2,2,Furnished,class1,Mumbai
75000,1250,2,2,Semi-Furnished,class1,Mumbai
72000,1250,2,2,Semi-Furnished,class1,Mumbai
65000,1000,2,2,Unfurnished,class1,Mumbai
75000,1050,2,2,Unfurnished,class1,Mumbai
75000,1100,2,2,Semi-Furnished,class1,Mumbai
65000,1000,2,2,Semi-Furnished,class1,Mumbai
50000,1000,2,2,Unfurnished,class2,Mumbai
85000,850,2,2,Semi-Furnished,class1,Mumbai
75000,800,2,2,Unfurnished,class1,Mumbai
65000,1320,3,2,Unfurnished,class2,Mumbai
90000,2200,3,3,Furnished,class2,Mumbai
50000,1200,2,2,Semi-Furnished,class2,Mumbai
58000,1250,2,2,Semi-Furnished,class2,Mumbai
50000,1205,2,2,Unfurnished,class2,Mumbai
60000,1250,2,2,Unfurnished,class2,Mumbai
40000,1200,2,2,Unfurnished,class2,Mumbai
65000,1250,2,2,Semi-Furnished,class1,Mumbai
15000,623,1,1,Semi-Furnished,class2,Mumbai
90000,1313,3,2,Semi-Furnished,class1,Mumbai
30000,600,1,2,Unfurnished,class2,Mumbai
37700,650,1,2,Semi-Furnished,class1,Mumbai
65000,600,1,2,Furnished,class1,Mumbai
75000,1250,2,2,Furnished,class1,Mumbai
49000,650,1,2,Unfurnished,class1,Mumbai
90000,1350,3,3,Unfurnished,class1,Mumbai
80000,1250,2,2,Furnished,class1,Mumbai
75500,1250,2,2,Semi-Furnished,class1,Mumbai
37700,650,1,2,Semi-Furnished,class1,Mumbai
48000,600,1,2,Unfurnished,class1,Mumbai
87000,1450,3,2,Semi-Furnished,class1,Mumbai
73000,1250,2,2,Furnished,class1,Mumbai
74000,1150,2,2,Furnished,class1,Mumbai
54000,1150,2,2,Semi-Furnished,class2,Mumbai
75000,1250,2,2,Semi-Furnished,class1,Mumbai
9000,660,1,2,Unfurnished,class3,Mumbai
8000,660,1,2,Unfurnished,class3,Mumbai
9000,550,1,1,Unfurnished,class2,Mumbai
9000,660,1,1,Unfurnished,class3,Mumbai
9000,714,1,2,Unfurnished,class3,Mumbai
15000,916,2,2,Semi-Furnished,class2,Mumbai
9000,630,1,1,Unfurnished,class3,Mumbai
65000,600,1,2,Furnished,class1,Mumbai
10000,500,1,1,Unfurnished,class2,Mumbai
14000,790,2,2,Unfurnished,class2,Mumbai
16000,1121,2,2,Semi-Furnished,class3,Mumbai
13000,1080,2,2,Unfurnished,class3,Mumbai
13300,980,2,2,Semi-Furnished,class3,Mumbai
14000,1080,2,2,Semi-Furnished,class3,Mumbai
13800,1080,2,2,Semi-Furnished,class3,Mumbai
14200,1080,2,2,Unfurnished,class3,Mumbai
11200,570,1,2,Unfurnished,class2,Mumbai
14600,1040,2,1,Semi-Furnished,class3,Mumbai
14000,1080,2,2,Semi-Furnished,class3,Mumbai
14200,1080,2,1,Semi-Furnished,class3,Mumbai
9000,714,1,2,Unfurnished,class3,Mumbai
12000,1100,2,2,Unfurnished,class3,Mumbai
13000,1080,2,1,Unfurnished,class3,Mumbai
10400,560,1,2,Unfurnished,class2,Mumbai
11400,570,1,2,Unfurnished,class2,Mumbai
18000,1044,2,2,Furnished,class2,Mumbai
18000,1332,3,2,Unfurnished,class3,Mumbai
11000,520,1,2,Unfurnished,class2,Mumbai
75000,1100,2,2,Unfurnished,class1,Mumbai
16000,910,2,2,Semi-Furnished,class2,Mumbai
14000,850,2,2,Unfurnished,class2,Mumbai
12000,640,1,2,Unfurnished,class2,Mumbai
25000,1415,3,3,Semi-Furnished,class2,Mumbai
10000,550,1,1,Unfurnished,class2,Mumbai
14000,650,2,2,Unfurnished,class2,Mumbai
11000,650,1,1,Unfurnished,class2,Mumbai
12000,650,1,2,Unfurnished,class2,Mumbai
10000,550,1,1,Unfurnished,class2,Mumbai
15000,650,2,2,Unfurnished,class2,Mumbai
11000,550,1,1,Unfurnished,class2,Mumbai
16000,750,2,2,Unfurnished,class2,Mumbai
16000,750,2,2,Unfurnished,class2,Mumbai
17000,760,2,2,Unfurnished,class2,Mumbai
11000,650,1,1,Unfurnished,class2,Mumbai
10000,550,1,1,Unfurnished,class2,Mumbai
11000,650,1,1,Unfurnished,class2,Mumbai
10000,650,1,1,Unfurnished,class2,Mumbai
42000,650,1,2,Unfurnished,class1,Mumbai
75000,1400,2,2,Furnished,class1,Mumbai
75000,1568,3,2,Unfurnished,class2,Mumbai
73000,1235,3,2,Furnished,class1,Mumbai
9500,620,1,1,Unfurnished,class2,Mumbai
18000,1000,2,1,Unfurnished,class2,Mumbai
8500,600,1,1,Semi-Furnished,class3,Mumbai
8000,545,1,1,Unfurnished,class3,Mumbai
48000,600,1,2,Furnished,class1,Mumbai
40000,400,1,1,Semi-Furnished,class1,Mumbai
75000,1250,2,2,Semi-Furnished,class1,Mumbai
65000,550,1,2,Semi-Furnished,class1,Mumbai
65000,550,1,2,Semi-Furnished,class1,Mumbai
85000,1200,3,3,Semi-Furnished,class1,Mumbai
40000,550,1,1,Unfurnished,class1,Mumbai
70000,923,2,2,Semi-Furnished,class1,Mumbai
65000,950,2,2,Semi-Furnished,class1,Mumbai
68000,750,2,2,Furnished,class1,Mumbai
65000,850,2,2,Semi-Furnished,class1,Mumbai
48000,960,2,2,Semi-Furnished,class2,Mumbai
80000,950,2,2,Semi-Furnished,class1,Mumbai
70000,870,2,2,Furnished,class1,Mumbai
14000,680,2,2,Semi-Furnished,class2,Mumbai
16000,980,2,2,Unfurnished,class2,Mumbai
11300,570,1,2,Unfurnished,class2,Mumbai
10300,540,1,2,Unfurnished,class2,Mumbai
11000,600,1,2,Unfurnished,class2,Mumbai
11000,666,1,1,Unfurnished,class2,Mumbai
10000,550,1,1,Unfurnished,class2,Mumbai
13000,750,1,2,Unfurnished,class2,Mumbai
13000,550,1,2,Unfurnished,class2,Mumbai
16000,660,1,1,Furnished,class2,Mumbai
14000,690,2,2,Unfurnished,class2,Mumbai
10000,550,1,1,Unfurnished,class2,Mumbai
47000,600,1,2,Unfurnished,class1,Mumbai
45000,450,1,1,Semi-Furnished,class1,Mumbai
90000,920,2,2,Semi-Furnished,class1,Mumbai
35000,380,1,1,Semi-Furnished,class1,Mumbai
74000,1250,2,2,Semi-Furnished,class1,Mumbai
48000,750,1,2,Unfurnished,class1,Mumbai
73000,1150,2,2,Semi-Furnished,class1,Mumbai
73000,1250,2,2,Semi-Furnished,class1,Mumbai
80000,1400,3,3,Furnished,class1,Mumbai
45000,1300,3,3,Semi-Furnished,class2,Mumbai
73000,1150,2,2,Semi-Furnished,class1,Mumbai
73000,1250,2,2,Semi-Furnished,class1,Mumbai
80000,1400,3,3,Furnished,class1,Mumbai
74000,1250,2,2,Semi-Furnished,class1,Mumbai
75000,1250,2,2,Furnished,class1,Mumbai
48000,650,1,1,Unfurnished,class1,Mumbai
48000,750,1,2,Unfurnished,class1,Mumbai
45000,500,1,1,Semi-Furnished,class1,Mumbai
50000,980,2,2,Semi-Furnished,class1,Mumbai
45000,500,1,2,Semi-Furnished,class1,Mumbai
67000,850,2,2,Furnished,class1,Mumbai
16000,650,1,2,Unfurnished,class2,Mumbai
35000,1500,3,3,Furnished,class2,Mumbai
26000,1200,2,2,Semi-Furnished,class2,Mumbai
13000,550,1,2,Unfurnished,class2,Mumbai
25000,790,1,2,Semi-Furnished,class2,Mumbai
24000,765,1,2,Semi-Furnished,class2,Mumbai
60000,1150,2,2,Semi-Furnished,class1,Mumbai
26000,1200,2,2,Semi-Furnished,class2,Mumbai
35000,1120,2,2,Semi-Furnished,class2,Mumbai
60000,1150,2,2,Semi-Furnished,class1,Mumbai
57000,1700,3,3,Semi-Furnished,class2,Mumbai
40000,1200,2,2,Semi-Furnished,class2,Mumbai
67000,850,2,2,Furnished,class1,Mumbai
30000,720,2,2,Semi-Furnished,class2,Mumbai
22000,1100,2,2,Semi-Furnished,class2,Mumbai
53100,1150,3,3,Furnished,class2,Mumbai
9000,900,2,2,Semi-Furnished,class3,Mumbai
75000,1000,2,2,Unfurnished,class1,Mumbai
65000,900,2,2,Unfurnished,class1,Mumbai
60000,1000,2,2,Unfurnished,class1,Mumbai
80000,1125,2,2,Semi-Furnished,class1,Mumbai
60000,550,1,1,Furnished,class1,Mumbai
81000,1400,3,3,Furnished,class1,Mumbai
35000,1010,2,2,Semi-Furnished,class2,Mumbai
27000,253,1,1,Unfurnished,class1,Mumbai
38000,700,2,2,Semi-Furnished,class1,Mumbai
74500,1250,2,2,Semi-Furnished,class1,Mumbai
10000,950,2,2,Unfurnished,class3,Mumbai
32000,1075,2,2,Semi-Furnished,class2,Mumbai
26000,835,2,2,Semi-Furnished,class2,Mumbai
38000,1150,3,2,Semi-Furnished,class2,Mumbai
9000,355,1,1,Unfurnished,class2,Mumbai
85000,2000,4,4,Semi-Furnished,class2,Mumbai
28000,835,2,2,Semi-Furnished,class2,Mumbai
32000,253,1,1,Furnished,class1,Mumbai
55000,1000,2,2,Semi-Furnished,class1,Mumbai
15000,225,1,1,Unfurnished,class1,Mumbai
55000,353,1,2,Unfurnished,class1,Mumbai
30000,550,1,1,Unfurnished,class1,Mumbai
70000,1080,2,2,Semi-Furnished,class1,Mumbai
28000,253,1,1,Semi-Furnished,class1,Mumbai
20000,253,1,1,Furnished,class1,Mumbai
85000,840,2,2,Unfurnished,class1,Mumbai
85000,840,2,2,Unfurnished,class1,Mumbai
62000,650,2,2,Semi-Furnished,class1,Mumbai
49000,550,1,1,Semi-Furnished,class1,Mumbai
48000,650,1,1,Unfurnished,class1,Mumbai
19000,500,1,2,Semi-Furnished,class2,Mumbai
18500,500,1,2,Semi-Furnished,class2,Mumbai
17500,500,1,2,Semi-Furnished,class2,Mumbai
18200,500,1,2,Semi-Furnished,class2,Mumbai
18200,500,1,2,Semi-Furnished,class2,Mumbai
19000,500,1,2,Semi-Furnished,class2,Mumbai
17500,500,1,2,Semi-Furnished,class2,Mumbai
18500,500,1,2,Semi-Furnished,class2,Mumbai
18000,500,1,2,Semi-Furnished,class2,Mumbai
19000,500,1,2,Semi-Furnished,class2,Mumbai
80000,1050,2,2,Unfurnished,class1,Mumbai
90000,850,2,2,Unfurnished,class1,Mumbai
65000,710,2,2,Unfurnished,class1,Mumbai
90000,850,2,2,Unfurnished,class1,Mumbai
85000,600,2,2,Furnished,class1,Mumbai
50000,400,1,1,Furnished,class1,Mumbai
65000,710,2,2,Unfurnished,class1,Mumbai
90000,850,2,2,Unfurnished,class1,Mumbai
85000,850,2,2,Semi-Furnished,class1,Mumbai
85000,800,3,3,Unfurnished,class1,Mumbai
48000,730,2,2,Unfurnished,class1,Mumbai
40000,400,1,1,Furnished,class1,Mumbai
80000,1050,2,2,Unfurnished,class1,Mumbai
90000,850,2,2,Unfurnished,class1,Mumbai
75000,850,2,2,Unfurnished,class1,Mumbai
60000,650,1,1,Semi-Furnished,class1,Mumbai
85000,830,2,2,Unfurnished,class1,Mumbai
50000,730,2,2,Unfurnished,class1,Mumbai
62000,650,2,2,Semi-Furnished,class1,Mumbai
10000,670,1,2,Unfurnished,class3,Mumbai
75000,800,2,2,Furnished,class1,Mumbai
85000,1000,2,2,Semi-Furnished,class1,Mumbai
65000,950,2,2,Furnished,class1,Mumbai
85000,1250,3,2,Semi-Furnished,class1,Mumbai
65000,950,2,2,Semi-Furnished,class1,Mumbai
70000,650,2,2,Semi-Furnished,class1,Mumbai
75000,1000,2,2,Unfurnished,class1,Mumbai
8000,850,2,2,Unfurnished,class3,Mumbai
12000,980,3,3,Unfurnished,class3,Mumbai
22000,3000,4,4,Semi-Furnished,class3,Mumbai
35003,904,2,2,Semi-Furnished,class2,Mumbai
24003,696,2,2,Semi-Furnished,class2,Mumbai
45002,1422,3,3,Semi-Furnished,class2,Mumbai
25003,896,2,2,Unfurnished,class2,Mumbai
24003,904,2,2,Unfurnished,class2,Mumbai
17503,406,1,1,Semi-Furnished,class2,Mumbai
32025,772,2,2,Semi-Furnished,class2,Mumbai
21003,834,2,2,Semi-Furnished,class2,Mumbai
36003,769,2,2,Semi-Furnished,class2,Mumbai
33002,672,2,2,Semi-Furnished,class2,Mumbai
34003,904,2,2,Furnished,class2,Mumbai
23002,544,1,1,Unfurnished,class2,Mumbai
35004,672,2,2,Semi-Furnished,class1,Mumbai
18002,406,1,1,Unfurnished,class2,Mumbai
47000,1079,3,3,Semi-Furnished,class2,Mumbai
35003,904,2,2,Semi-Furnished,class2,Mumbai
17002,380,1,1,Unfurnished,class2,Mumbai
24003,896,2,2,Semi-Furnished,class2,Mumbai
35003,672,2,2,Semi-Furnished,class1,Mumbai
45003,1422,3,3,Semi-Furnished,class2,Mumbai
20003,696,2,2,Unfurnished,class2,Mumbai
20015,388,1,1,Unfurnished,class1,Mumbai
30003,904,2,2,Semi-Furnished,class2,Mumbai
25003,834,2,2,Unfurnished,class2,Mumbai
24021,549,1,1,Unfurnished,class2,Mumbai
23000,520,1,1,Unfurnished,class2,Mumbai
24011,520,1,1,Semi-Furnished,class2,Mumbai
27032,865,2,2,Semi-Furnished,class2,Mumbai
21032,388,1,1,Semi-Furnished,class1,Mumbai
25003,896,2,2,Unfurnished,class2,Mumbai
24003,904,2,2,Unfurnished,class2,Mumbai
17503,406,1,1,Semi-Furnished,class2,Mumbai
32025,772,2,2,Semi-Furnished,class2,Mumbai
21003,834,2,2,Semi-Furnished,class2,Mumbai
36003,769,2,2,Semi-Furnished,class2,Mumbai
33002,672,2,2,Semi-Furnished,class2,Mumbai
34003,904,2,2,Furnished,class2,Mumbai
23002,544,1,1,Unfurnished,class2,Mumbai
35004,672,2,2,Semi-Furnished,class1,Mumbai
18002,406,1,1,Unfurnished,class2,Mumbai
47000,1079,3,3,Semi-Furnished,class2,Mumbai
35003,904,2,2,Semi-Furnished,class2,Mumbai
17002,380,1,1,Unfurnished,class2,Mumbai
24003,896,2,2,Semi-Furnished,class2,Mumbai
35003,672,2,2,Semi-Furnished,class1,Mumbai
45003,1422,3,3,Semi-Furnished,class2,Mumbai
20003,696,2,2,Unfurnished,class2,Mumbai
20015,388,1,1,Unfurnished,class1,Mumbai
30003,904,2,2,Semi-Furnished,class2,Mumbai
25003,834,2,2,Unfurnished,class2,Mumbai
8000,675,1,1,Semi-Furnished,class3,Mumbai
20000,500,1,1,Semi-Furnished,class2,Mumbai
46500,760,1,1,Unfurnished,class1,Mumbai
68000,560,1,1,Semi-Furnished,class1,Mumbai
70000,550,1,1,Semi-Furnished,class1,Mumbai
65000,1100,2,2,Furnished,class1,Mumbai
37500,1050,2,2,Semi-Furnished,class2,Mumbai
30000,611,2,2,Unfurnished,class2,Mumbai
11000,660,1,1,Semi-Furnished,class2,Mumbai
10000,584,1,1,Semi-Furnished,class2,Mumbai
10000,584,1,1,Semi-Furnished,class2,Mumbai
10000,500,1,1,Semi-Furnished,class2,Mumbai
31000,598,1,2,Furnished,class1,Mumbai
60000,1090,2,2,Furnished,class1,Mumbai
32000,735,1,2,Unfurnished,class2,Mumbai
37000,1265,2,2,Semi-Furnished,class2,Mumbai
45000,1010,2,2,Unfurnished,class2,Mumbai
35000,1360,2,2,Semi-Furnished,class2,Mumbai
68000,800,2,2,Unfurnished,class1,Mumbai
58000,540,1,1,Unfurnished,class1,Mumbai
84000,875,3,2,Semi-Furnished,class1,Mumbai
30000,1260,2,2,Semi-Furnished,class2,Mumbai
37000,1410,2,2,Furnished,class2,Mumbai
38000,1050,2,2,Unfurnished,class2,Mumbai
35000,635,1,2,Semi-Furnished,class1,Mumbai
28000,525,1,2,Semi-Furnished,class1,Mumbai
27000,525,1,2,Semi-Furnished,class1,Mumbai
28000,600,1,2,Semi-Furnished,class2,Mumbai
22000,1150,3,2,Unfurnished,class2,Mumbai
75000,910,2,2,Unfurnished,class1,Mumbai
16000,1208,2,2,Semi-Furnished,class3,Mumbai
15000,1210,2,2,Unfurnished,class3,Mumbai
38000,550,1,2,Semi-Furnished,class1,Mumbai
62000,852,2,2,Semi-Furnished,class1,Mumbai
64000,844,2,2,Semi-Furnished,class1,Mumbai
